Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID,keywords_cleaned,Main Domain
Stephen Leon J; Bharathiraja G.; Jayakumar V,"Stephen Leon J (57207620725); Bharathiraja, G. (56123171000); Jayakumar V (36548490500)",57207620725; 56123171000; 36548490500,Analytical and experimental investigations of optimum thermomechanical conditions to use tools with non-circular pin in friction stir welding,2020,International Journal of Advanced Manufacturing Technology,107,11-Dec,,4925,4937,12,17,10.1007/s00170-020-05341-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084424743&doi=10.1007%2fs00170-020-05341-7&partnerID=40&md5=70ddd56178e6399e3a5828140bf7bb5b,Friction stir welding; Heat generation; Non-circular tool pin; Optimum conditions; Weld quality,Article,Final,,Scopus,2-s2.0-85084424743,"friction stir welding, heat generation, non-circular tool pin, optimum conditions, weld quality",Others
Jaya Krishna K.; Jayakumar V.; Bharathiraja G.,"Jaya Krishna, K. (57216654839); Jayakumar, V. (36548490500); Bharathiraja, G. (56123171000)",57216654839; 36548490500; 56123171000,Mechanical analysis of medical waste reinforced polymer composite,2020,Materials Today: Proceedings,22,,,473,476,3,4,10.1016/j.matpr.2019.07.722,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084195794&doi=10.1016%2fj.matpr.2019.07.722&partnerID=40&md5=2b567065843166a3e488a8bd835bc89a,Mechanical properties; Medical waste; Medical waste reinforced polymer composite; Polymer matrix composite,Conference paper,Final,,Scopus,2-s2.0-85084195794,"mechanical properties, medical waste, medical waste reinforced polymer composite, polymer matrix composite",Medical AI
Giridharan S.; Shankar P.; Nowmika K.,"Giridharan, S. (57193997670); Shankar, P. (57209276788); Nowmika, K. (57209276376)",57193997670; 57209276788; 57209276376,Characteristic anaysis of nano polymer with respect to optical fiber medium,2016,International Journal of Pharmacy and Technology,8,4,,20234,20242,8,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018204231&partnerID=40&md5=205aa1b985cb6be9c8eb51b0a205c97c,Brewster’s angle; Chromatic dispersion; Group index; Group velocity dispersion; Poly carbonates; Reflectance; Reflection phase; Total internal reflection,Article,Final,,Scopus,2-s2.0-85018204231,"brewster’s angle, chromatic dispersion, group index, group velocity dispersion, poly carbonates, reflectance, reflection phase, total internal reflection",Others
Sarathchandran C.,"Sarathchandran, C. (56282558700)",56282558700,Interfacial characterization of immiscible polymer blends using rheology,2019,"Rheology of Polymer Blends and Nanocomposites: Theory, Modelling and Applications",,,,31,48,17,2,10.1016/B978-0-12-816957-5.00003-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081921794&doi=10.1016%2fB978-0-12-816957-5.00003-3&partnerID=40&md5=b49f7553168ed49e8b35031951a8bec2,Immiscible polymer blends; Interfacial interaction; Interfacial tension; Polymer structure; Rheology,Book chapter,Final,,Scopus,2-s2.0-85081921794,"immiscible polymer blends, interfacial interaction, interfacial tension, polymer structure, rheology",Others
Mahesh K.; Bharathiraja G.; Jayakumar V.,"Mahesh, Kandula (59081568900); Bharathiraja, G. (56123171000); Jayakumar, V. (36548490500)",59081568900; 56123171000; 36548490500,Wear analysis of rice husk shell powder reinforced epoxy composite,2019,International Journal of Mechanical and Production Engineering Research and Development,9,5,IJMPERDOCT201988,997,1004,7,1,10.24247/ijmperdoct201988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073570667&doi=10.24247%2fijmperdoct201988&partnerID=40&md5=2b12c0e426f954173f136e59bf06c96a,Natural composite; Rice husk shell powder; Wear analysis,Article,Final,,Scopus,2-s2.0-85073570667,"natural composite, rice husk shell powder, wear analysis",Materials Science
Srikrishnan S.; Jayakumar V.; Dash P.K.,"Srikrishnan, S. (57195199105); Jayakumar, V. (36548490500); Dash, P.K. (57211378118)",57195199105; 36548490500; 57211378118,Feasibility Study of Detonation Wave Initiation by Multiple Structured Blockages in a Plain Tube,2020,Lecture Notes on Multidisciplinary Industrial Engineering,Part F252,,,11,20,9,0,10.1007/978-981-15-3254-2_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161366622&doi=10.1007%2f978-981-15-3254-2_2&partnerID=40&md5=4fda7160496cb84f73ced6e8a525c89a,Blockage; Detonation; Pulse detonation engine,Book chapter,Final,,Scopus,2-s2.0-85161366622,"blockage, detonation, pulse detonation engine",Others
Stephen Leon J.; Bharathiraja G.; Jayakumar V.,"Stephen Leon, J. (57207620725); Bharathiraja, G. (56123171000); Jayakumar, V. (36548490500)",57207620725; 56123171000; 36548490500,A review on Friction Stir Welding in Aluminium Alloys,2020,IOP Conference Series: Materials Science and Engineering,954,1,12007,,,,35,10.1088/1757-899X/954/1/012007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096374463&doi=10.1088%2f1757-899X%2f954%2f1%2f012007&partnerID=40&md5=a1157371735907e90f2565b33679aa4e,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85096374463,,Others
Stephen Leon J.; Bharathiraja G.; Jayakumar V.,"Stephen Leon, J. (57207620725); Bharathiraja, G. (56123171000); Jayakumar, V. (36548490500)",57207620725; 56123171000; 36548490500,Experimental Analysis on Friction Stir Welding using Flat-Faced Pins in AA2024-T3 Plate,2020,FME Transactions,49,1,,78,86,8,6,10.5937/FME2101078S,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098932096&doi=10.5937%2fFME2101078S&partnerID=40&md5=e364404429f5dda27a860edca251e7f0,dwell period; experimental analysis; Friction stir welding; mechanical property; non-circular tool pin; thermal analysis,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85098932096,"dwell period, experimental analysis, friction stir welding, mechanical property, non-circular tool pin, thermal analysis",Others
Ravi Teja Reddy M.; Jayakumar V.; Santhoshkumar D.; Muniappan A.,"Ravi Teja Reddy, M. (57209276807); Jayakumar, V. (36548490500); Santhoshkumar, D. (57209276933); Muniappan, A. (57191527261)",57209276807; 36548490500; 57209276933; 57191527261,Vibration testing of novel engine mount: Technical note,2018,International Journal of Vehicle Structures and Systems,10,6,,417,419,2,4,10.4273/ijvss.10.6.09,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062077011&doi=10.4273%2fijvss.10.6.09&partnerID=40&md5=f374834188f83a93a0e1e13123b0a26a,Engine mount; Experimental mechanics; Fluorocarbon; Tractor engine; Vibrations,Article,Final,,Scopus,2-s2.0-85062077011,"engine mount, experimental mechanics, fluorocarbon, tractor engine, vibrations",Others
Sudhakar T.; Natarajan V.; Narayanan G.,"Sudhakar, T. (57211076842); Natarajan, V. (35485717400); Narayanan, G. (57217108337)",57211076842; 35485717400; 57217108337,Group anonymous D2D authenticated key exchange protocol for mobile networks,2019,"Proceedings of the 11th International Conference on Advanced Computing, ICoAC 2019",,,9087321,381,385,4,0,10.1109/ICoAC48765.2019.246872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086247244&doi=10.1109%2fICoAC48765.2019.246872&partnerID=40&md5=f3dce72845ce71d8a8385bf1aa417f6a,D2D communication; Group anonymity; Key exchange; Mobile networks; Mutual authentication; Proximity service,Conference paper,Final,,Scopus,2-s2.0-85086247244,"d2d communication, group anonymity, key exchange, mobile networks, mutual authentication, proximity service",Networks
Suthan R.; Jayakumar V.; Madhu S.,"Suthan, R. (57190062603); Jayakumar, V. (36548490500); Madhu, S. (56319147000)",57190062603; 36548490500; 56319147000,Evaluation of mechanical properties of kevlar fibre epoxy composites: An experimental study,2018,International Journal of Vehicle Structures and Systems,10,6,,389,394,5,29,10.4273/ijvss.10.6.02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062057536&doi=10.4273%2fijvss.10.6.02&partnerID=40&md5=76480321b5c9a4e708446d606ec79cdf,Composite material; Finite element analysis; Kevlar; Mechanical tests,Article,Final,,Scopus,2-s2.0-85062057536,"composite material, finite element analysis, kevlar, mechanical tests",Materials Science
Kumar R.; Madhu S.; Aravindh K.; Jayakumar V.; Bharathiraja G.; Muniappan A.,"Kumar, R. (55492122900); Madhu, S. (56319147000); Aravindh, K. (57195199284); Jayakumar, V. (36548490500); Bharathiraja, G. (56123171000); Muniappan, A. (57191527261)",55492122900; 56319147000; 57195199284; 36548490500; 56123171000; 57191527261,Casting design and simulation of gating system in rotary adaptor using procast software for defect minimization,2020,Materials Today: Proceedings,22,,,799,805,6,29,10.1016/j.matpr.2019.10.156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084199443&doi=10.1016%2fj.matpr.2019.10.156&partnerID=40&md5=80f86fb19dadfea7afaed6f44b0705cd,Computer aided design; Gating system; Investment Casting; Pro-Cast; Unigraphics,Conference paper,Final,,Scopus,2-s2.0-85084199443,"computer aided design, gating system, investment casting, pro-cast, unigraphics",Others
Suthan R.; Jayakumar V.; Bharathiraja G.,"Suthan, R. (57190062603); Jayakumar, V. (36548490500); Bharathiraja, G. (56123171000)",57190062603; 36548490500; 56123171000,Wear analysis of bio-fillers reinforced epoxy composites,2020,Materials Today: Proceedings,22,,,793,798,5,29,10.1016/j.matpr.2019.10.154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081545646&doi=10.1016%2fj.matpr.2019.10.154&partnerID=40&md5=bfaea053a9b76654532ea7cf4c79a14e,Bio-fillers; Hybrid fillers; Natural fillers; Polymer composite; Wear test,Conference paper,Final,,Scopus,2-s2.0-85081545646,"bio-fillers, hybrid fillers, natural fillers, polymer composite, wear test",Materials Science
Athira T.K.; Roshith M.; Kadrekar R.; Arya A.; Kumar M.S.; Anantharaj G.; Gurrala L.; Saranyan V.; Babu S.T.G.; Darbha V.R.K.,"Athira, T.K. (57219390861); Roshith, M. (57191273856); Kadrekar, R. (36602848300); Arya, A. (7006079491); Kumar, Megha S. (59709533400); Anantharaj, Gopalraman (57212413828); Gurrala, Lakshmiprasad (57189470995); Saranyan, Vijayaraghavan (37119442600); Babu, Satheesh T.G. (57219777523); Darbha, V. Ravi Kumar (6507432909)",57219390861; 57191273856; 36602848300; 7006079491; 59709533400; 57212413828; 57189470995; 37119442600; 57219777523; 6507432909,Evaluation of photocatalytic activity of commercial red phosphorus towards the disinfection of E. coli and reduction of Cr (VI) under direct sunlight,2020,Materials Research Express,7,10,104002,,,,16,10.1088/2053-1591/abbdeb,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095427761&doi=10.1088%2f2053-1591%2fabbdeb&partnerID=40&md5=7bb4fd16f0d75b3fdcfe3e1c03f4a82a,Photocatalytic disinfection; Photocatalytic reduction of Cr (VI); Reactive oxygen species (ROS); Red phosphorus; Visible light photocatalysis,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85095427761,"photocatalytic disinfection, photocatalytic reduction of cr (vi), reactive oxygen species (ros), red phosphorus, visible light photocatalysis",Others
Krishna Priya S.; Jayakumar V.; Suresh Kumar S.,"Krishna Priya, S. (57216659555); Jayakumar, V. (36548490500); Suresh Kumar, S. (57408122100)",57216659555; 36548490500; 57408122100,Defect analysis and lean six sigma implementation experience in an automotive assembly line,2020,Materials Today: Proceedings,22,,,948,958,10,37,10.1016/j.matpr.2019.11.139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084224468&doi=10.1016%2fj.matpr.2019.11.139&partnerID=40&md5=3d7a8ac20b5939173a84931d6eef531a,Case study; Defect analysis; Lean manufacturing; Lean six sigma; Root cause analysis,Conference paper,Final,,Scopus,2-s2.0-85084224468,"case study, defect analysis, lean manufacturing, lean six sigma, root cause analysis",Others
Chandan Reddy K.R.; Bharathiraja G.; Jayakumar V.,"Chandan Reddy, K.R. (57215687227); Bharathiraja, G. (56123171000); Jayakumar, V. (36548490500)",57215687227; 56123171000; 36548490500,Mode I fracture toughness analysis of rubber particulate epoxy composite,2020,Materials Today: Proceedings,22,,,759,761,2,4,10.1016/j.matpr.2019.10.111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084241082&doi=10.1016%2fj.matpr.2019.10.111&partnerID=40&md5=9ebb500c9feec60254aed6b8b0dc54b3,Composite material; Hand layup; Mode I fracture toughness; Rubber particulate; Waste tyre,Conference paper,Final,,Scopus,2-s2.0-85084241082,"composite material, hand layup, mode i fracture toughness, rubber particulate, waste tyre",Materials Science
Chandran N.; Sarathchandran C.; Thomas S.,"Chandran, Nithin (55763858400); Sarathchandran, C. (56282558700); Thomas, Sabu (7404654376)",55763858400; 56282558700; 7404654376,Rheology of polymer-clay nanocomposites,2019,"Rheology of Polymer Blends and Nanocomposites: Theory, Modelling and Applications",,,,97,122,25,11,10.1016/B978-0-12-816957-5.00006-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081890815&doi=10.1016%2fB978-0-12-816957-5.00006-9&partnerID=40&md5=a469f9270083a923e9edbb170b072a9c,Large amplitude oscillatory shear; Nanofillers; Non-Newtonian behavior; Polymer-clay nanocomposites; Rheology; Small amplitude oscillatory shear,Book chapter,Final,,Scopus,2-s2.0-85081890815,"large amplitude oscillatory shear, nanofillers, non-newtonian behavior, polymer-clay nanocomposites, rheology, small amplitude oscillatory shear",Materials Science
Giridharan S.; Shankar P.; Kavya Sri M.V.N.,"Giridharan, S. (57193997670); Shankar, P. (57209276788); Kavya Sri, M.V.N. (57209276671)",57193997670; 57209276788; 57209276671,Optical analysis of polyvinylpyrrolidone with respect to optical fiber medium,2016,International Journal of Pharmacy and Technology,8,4,,20288,20296,8,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018211353&partnerID=40&md5=580339d928bd1ab43c286cf26acf7b8f,Dispersion; Optical constants; Permittivity; PVP; Reflectance; Reflective index; Transmittance,Article,Final,,Scopus,2-s2.0-85018211353,"dispersion, optical constants, permittivity, pvp, reflectance, reflective index, transmittance",Others
Prathap P.; Madhu S.; Jayakumar V.; Tamil Selvam N.,"Prathap, P. (57428260500); Madhu, S. (56319147000); Jayakumar, V. (36548490500); Tamil Selvam, N. (57195598942)",57428260500; 56319147000; 36548490500; 57195598942,Environmental impact reduction in a pump sub assembly using alternate material,2020,Materials Today: Proceedings,22,,,806,810,4,1,10.1016/j.matpr.2019.10.157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084213650&doi=10.1016%2fj.matpr.2019.10.157&partnerID=40&md5=5279eaa639d896714835b8822d55ed88,Alternate material; CML methodologies; Environmental impacts; Impeller; LCA,Conference paper,Final,,Scopus,2-s2.0-85084213650,"alternate material, cml methodologies, environmental impacts, impeller, lca",Machine Learning
Sumesh A.; Nair B.B.; Rameshkumar K.; Santhakumari A.; Raja A.; Mohandas K.,"Sumesh, A. (56728702900); Nair, Binoy B. (35386974400); Rameshkumar, K. (57190695664); Santhakumari, A. (55811604300); Raja, A. (57216734312); Mohandas, K. (59618589200)",56728702900; 35386974400; 57190695664; 55811604300; 57216734312; 59618589200,Decision tree based weld defect classification using current and voltage signatures in GMAW process,2018,Materials Today: Proceedings,5,2,,8354,8363,9,45,10.1016/j.matpr.2017.11.528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045991553&doi=10.1016%2fj.matpr.2017.11.528&partnerID=40&md5=efbedbf512b817e9f713a1ffd8a770f7,Current and voltage signatures; Decision tree; GMAW process; Weld defect classification,Conference paper,Final,,Scopus,2-s2.0-85045991553,"current and voltage signatures, decision tree, gmaw process, weld defect classification",Machine Learning
Athira K.; Ranjana M.; Bharathi M.S.S.; Narasimha Reddy B.; Satheesh Babu T.G.; Venugopal Rao S.; Ravi Kumar D.V.,"Athira, K. (57221284709); Ranjana, M. (57207987489); Bharathi, M.S.S. (57193805372); Narasimha Reddy, B. (57215935778); Satheesh Babu, T.G. (57213143956); Venugopal Rao, S. (57209992249); Ravi Kumar, Darbha V. (6507432909)",57221284709; 57207987489; 57193805372; 57215935778; 57213143956; 57209992249; 6507432909,"Aggregation induced, formaldehyde tailored nanowire like networks of Cu and their SERS activity",2020,Chemical Physics Letters,748,,137390,,,,15,10.1016/j.cplett.2020.137390,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082428066&doi=10.1016%2fj.cplett.2020.137390&partnerID=40&md5=2165ee2f5f904d7e0dbf99800db72036,Aggregation; Capping agent; Cu nanowire networks; Formaldehyde; SERS,Article,Final,,Scopus,2-s2.0-85082428066,"aggregation, capping agent, cu nanowire networks, formaldehyde, sers",Networks
Deepak A.; Kannan P.M.; Shankar P.,"Deepak, A. (57210350224); Kannan, P. Muthu (55193572400); Shankar, P. (7102168508)",57210350224; 55193572400; 7102168508,Design and Fabrication of Graphene Reinforced Polymer Conductive Patch-Based Inset Fed Microstrip Antenna,2018,International Journal of Nanoscience,17,01-Feb,1760019,,,,3,10.1142/S0219581X17600195,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031314669&doi=10.1142%2fS0219581X17600195&partnerID=40&md5=3bcbf68b1f96fb07bcff251df656e648,Graphene; microstrip patch antenna; nanocomposite,Article,Final,,Scopus,2-s2.0-85031314669,"graphene, microstrip patch antenna, nanocomposite",Others
Karunakar P.; Biswal U.; Chakraverty S.,"Karunakar, Perumandla (57194512237); Biswal, Uddhaba (57208188805); Chakraverty, Snehashish (7005011457)",57194512237; 57208188805; 7005011457,Fluid Dynamics Problems in Uncertain Environment,2020,Mathematical Methods in Interdisciplinary Sciences,,,,125,144,19,5,10.1002/9781119585640.ch8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007677400&doi=10.1002%2f9781119585640.ch8&partnerID=40&md5=27f54a5b00b385f8f8513fe924bdb600,coupled Whitham-Broer-Kaup equations; crisp environment; fluid dynamics; homotopy perturbation method; homotopy perturbation transform method; Jeffery-Hamel problem; uncertain environment,Book chapter,Final,,Scopus,2-s2.0-105007677400,"coupled whitham-broer-kaup equations, crisp environment, fluid dynamics, homotopy perturbation method, homotopy perturbation transform method, jeffery-hamel problem, uncertain environment",Others
